"Event Id","Weeks","Day","Time","Finish","Length","Module","Mod","Details","Site","Room"
"14526998","14/09/26","Mon","15:00","16:00","01:00","I00366","U2996FTC | YEAR 1 IN ENVIRONMENTAL SCIENCE (Full Time) | Year 1 | Teaching Block 1","Meeting with your personal tutor, An opportunity to meet with your personal tutor, and gain more insight into university life and study -","2.14, 1.29","University Learning Centre, University Learning Centre"
"14526999","14/09/26","Mon","15:00","16:00","01:00","I00387","U2997FTC | YEAR 1 IN MARINE ENVIRONMENTAL SCIENCE (Full Time) | Year 1 | Teaching Block 1","Meeting with your personal tutor, An opportunity to meet with your personal tutor, and gain more insight into university life and study","2.09, 0.11","University Learning Centre, Park Building"
"14526999","14/09/26","Mon","15:00","16:00","01:00","I00387","U0594PYC | BSC (HONS) MARINE ENVIRONMENTAL SCIENCE (Full Time) | Year 1 | Teaching Block 1","Meeting with your personal tutor, An opportunity to meet with your personal tutor, and gain more insight into university life and study","2.09, 0.11","University Learning Centre, Park Building"
"14527000","14/09/26","Mon","15:00","16:00","01:00","I00369","U3250PYC | BSC (HONS) ENVIRONMENTAL SCIENCE AND MANAGEMENT (Full Time) | Year 1 | Teaching Block 1","Meeting with your personal tutor, An opportunity to meet with your personal tutor, and gain more insight into university life and study","1.67","Portland Building"
"14527001","15/09/26","Tue","09:00","12:00","03:00","I00271","U0203PYC | BSC (HONS) BIOLOGY (Full Time) | Year 1 | Teaching Block 1","Lab (or field) practical, An exciting practical activity","",""
"14527001","15/09/26","Tue","09:00","12:00","03:00","I00271","U2994FTC | YEAR 1 IN BIOLOGY (Full Time) | Year 1 | Teaching Block 1","Lab (or field) practical, An exciting practical activity","",""
"14527022","14/09/26","Mon","14:00","15:00","01:00","I01787","U3454PYC | BENG (HONS) ROBOTICS AND ARTIFICIAL INTELLIGENCE (Full Time) | Year 1 | Teaching Block 1","Level 4 Course Meeting","0.05","Park Building"
"14527022","14/09/26","Mon","14:00","15:00","01:00","I01787","U3632FTC | YEAR 1 IN ROBOTICS & ARTIFICIAL INTELLIGENCE (Full Time) | Year 1 | Teaching Block 1","Level 4 Course Meeting","0.05","Park Building"
"14527023","14/09/26","Mon","14:00","17:00","03:00","I00239","U2947PDC | BENG (HONS) MECHANICAL AND MANUFACTURING ENGINEERING (DA) (TOP-UP) (Part Time) | Year 1 | Teaching Block 1","CAD Top-Up Session","0.01","Anglesea Building"
"14527024","14/09/26","Mon","11:00","13:00","02:00","I01181","P3527FTC | MSC SYSTEMS ENGINEERING (Full Time) | Year 1 | Teaching Block 1","Team Building,, Your Department will advise you which room to attend.","3.05, 3.06","Buckingham Building, Buckingham Building"
"14527024","14/09/26","Mon","11:00","13:00","02:00","I01196","P1706FTC | MSC MECHANICAL ENGINEERING (Full Time) | Year 1 | Teaching Block 1","Team Building,, Your Department will advise you which room to attend.","3.05, 3.06","Buckingham Building, Buckingham Building"
"14527024","14/09/26","Mon","11:00","13:00","02:00","I00979","P2918PTC | MSC ENGINEERING MANAGEMENT (Part Time) | Year 1 | Teaching Block 1","Team Building,, Your Department will advise you which room to attend.","3.05, 3.06","Buckingham Building, Buckingham Building"
"14527024","14/09/26","Mon","11:00","13:00","02:00","I00997","P3278PTC | MSC ADVANCED MANUFACTURING (Part Time) | Year 1 | Teaching Block 1","Team Building,, Your Department will advise you which room to attend.","3.05, 3.06","Buckingham Building, Buckingham Building"
"14527024","14/09/26","Mon","11:00","13:00","02:00","I01001","P3364PTC | MSC BIOMEDICAL ENGINEERING (Part Time) | Year 1 | Teaching Block 1","Team Building,, Your Department will advise you which room to attend.","3.05, 3.06","Buckingham Building, Buckingham Building"
"14527024","14/09/26","Mon","11:00","13:00","02:00","I00674","P2918FTC | MSC ENGINEERING MANAGEMENT (Full Time) | Year 1 | Teaching Block 1","Team Building,, Your Department will advise you which room to attend.","3.05, 3.06","Buckingham Building, Buckingham Building"
"14527024","14/09/26","Mon","11:00","13:00","02:00","I00523","P1706PTC | MSC MECHANICAL ENGINEERING (Part Time) | Year 1 | Teaching Block 1","Team Building,, Your Department will advise you which room to attend.","3.05, 3.06","Buckingham Building, Buckingham Building"
"14527024","14/09/26","Mon","11:00","13:00","02:00","I01182","P3527PTC | MSC SYSTEMS ENGINEERING (Part Time) | Year 1 | Teaching Block 1","Team Building,, Your Department will advise you which room to attend.","3.05, 3.06","Buckingham Building, Buckingham Building"
"14527024","14/09/26","Mon","11:00","13:00","02:00","I00723","P3278FTC | MSC ADVANCED MANUFACTURING (Full Time) | Year 1 | Teaching Block 1","Team Building,, Your Department will advise you which room to attend.","3.05, 3.06","Buckingham Building, Buckingham Building"
"14527024","14/09/26","Mon","11:00","13:00","02:00","I00737","P3364FTC | MSC BIOMEDICAL ENGINEERING (Full Time) | Year 1 | Teaching Block 1","Team Building,, Your Department will advise you which room to attend.","3.05, 3.06","Buckingham Building, Buckingham Building"
"14527027","14/09/26","Mon","15:00","16:00","01:00","I00737","P3364FTC | MSC BIOMEDICAL ENGINEERING (Full Time) | Year 1 | Teaching Block 1","Introduction to Library Services","LT1","Richmond Building"
"14527027","14/09/26","Mon","15:00","16:00","01:00","I01182","P3527PTC | MSC SYSTEMS ENGINEERING (Part Time) | Year 1 | Teaching Block 1","Introduction to Library Services","LT1","Richmond Building"
"14527027","14/09/26","Mon","15:00","16:00","01:00","I01196","P1706FTC | MSC MECHANICAL ENGINEERING (Full Time) | Year 1 | Teaching Block 1","Introduction to Library Services","LT1","Richmond Building"
"14527027","14/09/26","Mon","15:00","16:00","01:00","I00979","P2918PTC | MSC ENGINEERING MANAGEMENT (Part Time) | Year 1 | Teaching Block 1","Introduction to Library Services","LT1","Richmond Building"
"14527027","14/09/26","Mon","15:00","16:00","01:00","I00997","P3278PTC | MSC ADVANCED MANUFACTURING (Part Time) | Year 1 | Teaching Block 1","Introduction to Library Services","LT1","Richmond Building"
"14527027","14/09/26","Mon","15:00","16:00","01:00","I01001","P3364PTC | MSC BIOMEDICAL ENGINEERING (Part Time) | Year 1 | Teaching Block 1","Introduction to Library Services","LT1","Richmond Building"
"14527027","14/09/26","Mon","15:00","16:00","01:00","I00523","P1706PTC | MSC MECHANICAL ENGINEERING (Part Time) | Year 1 | Teaching Block 1","Introduction to Library Services","LT1","Richmond Building"
"14527027","14/09/26","Mon","15:00","16:00","01:00","I00621","P2562FTC | MSC ENERGY AND POWER SYSTEMS MANAGEMENT (Full Time) | Year 1 | Teaching Block 1","Introduction to Library Services","LT1","Richmond Building"
"14527027","14/09/26","Mon","15:00","16:00","01:00","I00960","P2562PTC | MSC ENERGY AND POWER SYSTEMS MANAGEMENT (Part Time) | Year 1 | Teaching Block 1","Introduction to Library Services","LT1","Richmond Building"
"14527027","14/09/26","Mon","15:00","16:00","01:00","I00677","P2926FTC | MSC ELECTRONIC AND ELECTRICAL ENGINEERING (Full Time) | Year 1 | Teaching Block 1","Introduction to Library Services","LT1","Richmond Building"
"14527027","14/09/26","Mon","15:00","16:00","01:00","I00723","P3278FTC | MSC ADVANCED MANUFACTURING (Full Time) | Year 1 | Teaching Block 1","Introduction to Library Services","LT1","Richmond Building"
"14527027","14/09/26","Mon","15:00","16:00","01:00","I00981","P2926PTC | MSC ELECTRONIC AND ELECTRICAL ENGINEERING (Part Time) | Year 1 | Teaching Block 1","Introduction to Library Services","LT1","Richmond Building"
"14527027","14/09/26","Mon","15:00","16:00","01:00","I00674","P2918FTC | MSC ENGINEERING MANAGEMENT (Full Time) | Year 1 | Teaching Block 1","Introduction to Library Services","LT1","Richmond Building"
"14527027","14/09/26","Mon","15:00","16:00","01:00","I01735","P3635PTC | MSC ELECTRONIC AND ELECTRICAL ENGINEERING (Part Time) | Year 2 | Teaching Block 1","Introduction to Library Services","LT1","Richmond Building"
"14527027","14/09/26","Mon","15:00","16:00","01:00","I01734","P3635PTC | MSC ELECTRONIC AND ELECTRICAL ENGINEERING (Part Time) | Year 1 | Teaching Block 1","Introduction to Library Services","LT1","Richmond Building"
"14527028","14/09/26","Mon","15:00","17:00","02:00","I00553","U1889PYC | MENG MECHANICAL ENGINEERING (Full Time) | Year 1 | Teaching Block 1","Team Building,, Your Department will advise you which room to attend.","1.07, 1.08","Dennis Sciama Building, Dennis Sciama Building"
"14527028","14/09/26","Mon","15:00","17:00","02:00","I00240","U2976FTC | YEAR 1 IN MECHANICAL ENGINEERING (Full Time) | Year 1 | Teaching Block 1","Team Building,, Your Department will advise you which room to attend.","1.07, 1.08","Dennis Sciama Building, Dennis Sciama Building"
"14527028","14/09/26","Mon","15:00","17:00","02:00","I00240","U0074PYC | BENG (HONS) MECHANICAL ENGINEERING (Full Time) | Year 1 | Teaching Block 1","Team Building,, Your Department will advise you which room to attend.","1.07, 1.08","Dennis Sciama Building, Dennis Sciama Building"
"14527028","14/09/26","Mon","15:00","17:00","02:00","I00231","U0707PYC | BENG (HONS) MECHANICAL AND MANUFACTURING ENGINEERING (Full Time) | Year 1 | Teaching Block 1","Team Building,, Your Department will advise you which room to attend.","1.07, 1.08","Dennis Sciama Building, Dennis Sciama Building"
"14527028","14/09/26","Mon","15:00","17:00","02:00","I02917"," |  (Part Time) | Year  | Teaching Block ","Team Building,, Your Department will advise you which room to attend.","1.07, 1.08","Dennis Sciama Building, Dennis Sciama Building"
"14527029","14/09/26","Mon","15:00","17:00","02:00","I00424","U3673FTC | YEAR 1 IN PRODUCT DESIGN AND INNOVATION (Full Time) | Year 1 | Teaching Block 1","Team Building","0.03","Anglesea Building"
"14527029","14/09/26","Mon","15:00","17:00","02:00","I00424","U0961PYC | BSC (HONS) PRODUCT DESIGN AND INNOVATION (Full Time) | Year 1 | Teaching Block 1","Team Building","0.03","Anglesea Building"
"14527030","14/09/26","Mon","15:00","17:00","02:00","I00218","U2174PYC | BENG (HONS) ELECTRONIC ENGINEERING (Full Time) | Year 1 | Teaching Block 1","Team Building","1.23","University Learning Centre"
"14527030","14/09/26","Mon","15:00","17:00","02:00","I00218","U2973FTC | YEAR 1 IN ELECTRONIC ENGINEERING (Full Time) | Year 1 | Teaching Block 1","Team Building","1.23","University Learning Centre"
"14527030","14/09/26","Mon","15:00","17:00","02:00","I00549","U2175PYC | MENG ELECTRONIC ENGINEERING (Full Time) | Year 1 | Teaching Block 1","Team Building","1.23","University Learning Centre"
"14527031","14/09/26","Mon","15:00","17:00","02:00","I00243","U3195PYC | BENG (HONS) RENEWABLE ENERGY ENGINEERING (Full Time) | Year 1 | Teaching Block 1","Team Building","1.04","Anglesea Building"
"14527031","14/09/26","Mon","15:00","17:00","02:00","I00243","U3458FTC | YEAR 1 IN RENEWABLE ENERGY ENGINEERING (Full Time) | Year 1 | Teaching Block 1","Team Building","1.04","Anglesea Building"
"14527031","14/09/26","Mon","15:00","17:00","02:00","I00557","U3196PYC | MENG RENEWABLE ENERGY ENGINEERING (Full Time) | Year 1 | Teaching Block 1","Team Building","1.04","Anglesea Building"
"14527032","14/09/26","Mon","15:00","17:00","02:00","I01635","U3566PDC | BENG (HONS) SPACE SYSTEMS ENGINEERING (DA) (Part Time) | Year 1 | Teaching Block 1","Team Building","2.12","University Learning Centre"
"14527032","14/09/26","Mon","15:00","17:00","02:00","I02915"," |  (Part Time) | Year  | Teaching Block ","Team Building","2.12","University Learning Centre"
"14527033","14/09/26","Mon","15:00","17:00","02:00","I01787","U3632FTC | YEAR 1 IN ROBOTICS & ARTIFICIAL INTELLIGENCE (Full Time) | Year 1 | Teaching Block 1","Level 4 Team Building","0.05","Park Building"
"14527033","14/09/26","Mon","15:00","17:00","02:00","I01787","U3454PYC | BENG (HONS) ROBOTICS AND ARTIFICIAL INTELLIGENCE (Full Time) | Year 1 | Teaching Block 1","Level 4 Team Building","0.05","Park Building"
"14527035","17/09/26","Thu","14:00","16:00","02:00","I01788","U3633FTC | YEAR 1 IN ELECTRICAL POWER ENGINEERING (Full Time) | Year 1 | Teaching Block 1","Level 4 Course Meeting","0.11","Park Building"
"14527035","17/09/26","Thu","14:00","16:00","02:00","I01788","U3568PYC | BENG (HONS) ELECTRICAL POWER ENGINEERING (Full Time) | Year 1 | Teaching Block 1","Level 4 Course Meeting","0.11","Park Building"
"14527038","16/09/26","Wed","13:00","14:00","01:00","I00636","P2667FTC | MSC MEDICAL BIOTECHNOLOGY (Full Time) | Year 1 | Teaching Block 1","Welcome Talk, Welcome to the Medical Biotechnology course, with a talk from the course leader.","2.01","Anglesea Building"
"14527039","16/09/26","Wed","14:00","14:30","00:30","I00636","P2667FTC | MSC MEDICAL BIOTECHNOLOGY (Full Time) | Year 1 | Teaching Block 1","Introduction to the Molecular Medicine Module, This session will provide you with an outline of the Molecular Medicine Module.","2.01","Anglesea Building"
"14527040","16/09/26","Wed","14:30","15:00","00:30","I00636","P2667FTC | MSC MEDICAL BIOTECHNOLOGY (Full Time) | Year 1 | Teaching Block 1","Introduction to the optional modules, This session will provide you with information around the optional modules that you can choose, You will be required to chose one of these modules to complete in the first teaching block.","2.01","Anglesea Building"
"14527041","16/09/26","Wed","15:00","16:00","01:00","I00636","P2667FTC | MSC MEDICAL BIOTECHNOLOGY (Full Time) | Year 1 | Teaching Block 1","Introduction to Health and Safety, Within this session you will be provided with information that will help you to remain safe when at, University during lectures and workshops, also within laboratory classes.","2.01","Anglesea Building"
"14527042","16/09/26","Wed","16:00","17:00","01:00","I00636","P2667FTC | MSC MEDICAL BIOTECHNOLOGY (Full Time) | Year 1 | Teaching Block 1","Introduction to Careers and Employability, Within this session you will be introduced to the support available when considering future careers.","2.01","Anglesea Building"
"14527043","17/09/26","Thu","09:00","10:00","01:00","I01157","U0251PYC | BSC (HONS) PHARMACOLOGY (Full Time) | Year 2 | Teaching Block 1","Welcome Talk, Within this session the course leader will welcome you to year 2 and introduce the year to you","1.09","Park Building"
"14527044","17/09/26","Thu","10:00","11:00","01:00","I01157","U0251PYC | BSC (HONS) PHARMACOLOGY (Full Time) | Year 2 | Teaching Block 1","Introduction to the Systems Pharmacology and Therapeutics Module, Within this session you will receive an introduction to Systems Pharmacology and, Therapeutics Module","0.20","St. Michael's Building"
"14527045","15/09/26","Tue","10:00","12:00","02:00","I00677","P2926FTC | MSC ELECTRONIC AND ELECTRICAL ENGINEERING (Full Time) | Year 1 | Teaching Block 1","Team Building","2.20","Park Building"
"14527045","15/09/26","Tue","10:00","12:00","02:00","I00981","P2926PTC | MSC ELECTRONIC AND ELECTRICAL ENGINEERING (Part Time) | Year 1 | Teaching Block 1","Team Building","2.20","Park Building"
"14527045","15/09/26","Tue","10:00","12:00","02:00","I00621","P2562FTC | MSC ENERGY AND POWER SYSTEMS MANAGEMENT (Full Time) | Year 1 | Teaching Block 1","Team Building","2.20","Park Building"
"14527045","15/09/26","Tue","10:00","12:00","02:00","I00960","P2562PTC | MSC ENERGY AND POWER SYSTEMS MANAGEMENT (Part Time) | Year 1 | Teaching Block 1","Team Building","2.20","Park Building"
"14527045","15/09/26","Tue","10:00","12:00","02:00","I01735","P3635PTC | MSC ELECTRONIC AND ELECTRICAL ENGINEERING (Part Time) | Year 2 | Teaching Block 1","Team Building","2.20","Park Building"
"14527045","15/09/26","Tue","10:00","12:00","02:00","I01734","P3635PTC | MSC ELECTRONIC AND ELECTRICAL ENGINEERING (Part Time) | Year 1 | Teaching Block 1","Team Building","2.20","Park Building"
"14527046","17/09/26","Thu","11:00","12:00","01:00","I01157","U0251PYC | BSC (HONS) PHARMACOLOGY (Full Time) | Year 2 | Teaching Block 1","Introduction to the introduction to Laboratory Skills and Research Methods for Drug Discovery, Within this session you will receive an introduction to Laboratory Skills and Research, for Drug Discovery","1.09","Park Building"
"14527047","17/09/26","Thu","12:00","13:00","01:00","I01157","U0251PYC | BSC (HONS) PHARMACOLOGY (Full Time) | Year 2 | Teaching Block 1","Introduction to the aseptic suite","1.09","Park Building"
"14527048","17/09/26","Thu","14:00","15:00","01:00","I01157","U0251PYC | BSC (HONS) PHARMACOLOGY (Full Time) | Year 2 | Teaching Block 1","Personal Tutorial, Join your personal tutor for a welcome back session.  Your personal tutor will also be able to, answer any questions you may have around year 2 of your studies.","1.29","University Learning Centre"
"14527049","17/09/26","Thu","14:00","15:00","01:00","I01157","U0251PYC | BSC (HONS) PHARMACOLOGY (Full Time) | Year 2 | Teaching Block 1","Personal Tutorial, Join your personal tutor for a welcome back session.  Your personal tutor will also be able to, answer any questions you may have around year 2 of your studies.","2.09","University Learning Centre"
"14527050","17/09/26","Thu","14:00","15:00","01:00","I01157","U0251PYC | BSC (HONS) PHARMACOLOGY (Full Time) | Year 2 | Teaching Block 1","Personal Tutorial, Join your personal tutor for a welcome back session.  Your personal tutor will also be able to, answer any questions you may have around year 2 of your studies.","2.12","University Learning Centre"
"14527051","17/09/26","Thu","14:00","15:00","01:00","I01157","U0251PYC | BSC (HONS) PHARMACOLOGY (Full Time) | Year 2 | Teaching Block 1","Personal Tutorial, Join your personal tutor for a welcome back session.  Your personal tutor will also be able to, answer any questions you may have around year 2 of your studies.","2.14","University Learning Centre"
"14527052","17/09/26","Thu","14:00","15:00","01:00","I01157","U0251PYC | BSC (HONS) PHARMACOLOGY (Full Time) | Year 2 | Teaching Block 1","Personal Tutorial, Join your personal tutor for a welcome back session.  Your personal tutor will also be able to, answer any questions you may have around year 2 of your studies.","1.01","Dennis Sciama Building"
"14527054","17/09/26","Thu","15:00","18:00","03:00","I01157","U0251PYC | BSC (HONS) PHARMACOLOGY (Full Time) | Year 2 | Teaching Block 1","Mentor Training, Please join this session if you have signed up to become a student mentor., This training will provide you with all of the information you need to support other students, Department will advise you which room to attend.","2.04a, 2.04b, 2.04c","Lion Gate Building, Lion Gate Building, Lion Gate Building"
"14527054","17/09/26","Thu","15:00","18:00","03:00","I01158","U0251PYC | BSC (HONS) PHARMACOLOGY (Full Time) | Year 4 | Teaching Block 1","Mentor Training, Please join this session if you have signed up to become a student mentor., This training will provide you with all of the information you need to support other students, Department will advise you which room to attend.","2.04a, 2.04b, 2.04c","Lion Gate Building, Lion Gate Building, Lion Gate Building"
"14527054","17/09/26","Thu","15:00","18:00","03:00","I01158","U0251PYC | BSC (HONS) PHARMACOLOGY (Full Time) | Year 3 | Teaching Block 1","Mentor Training, Please join this session if you have signed up to become a student mentor., This training will provide you with all of the information you need to support other students, Department will advise you which room to attend.","2.04a, 2.04b, 2.04c","Lion Gate Building, Lion Gate Building, Lion Gate Building"
"14527054","17/09/26","Thu","15:00","18:00","03:00","I00276","U0252PYC | BSC (HONS) BIOMEDICAL SCIENCE (Full Time) | Year 3 | Teaching Block 1","Mentor Training, Please join this session if you have signed up to become a student mentor., This training will provide you with all of the information you need to support other students, Department will advise you which room to attend.","2.04a, 2.04b, 2.04c","Lion Gate Building, Lion Gate Building, Lion Gate Building"
"14527054","17/09/26","Thu","15:00","18:00","03:00","I00276","U0252PYC | BSC (HONS) BIOMEDICAL SCIENCE (Full Time) | Year 4 | Teaching Block 1","Mentor Training, Please join this session if you have signed up to become a student mentor., This training will provide you with all of the information you need to support other students, Department will advise you which room to attend.","2.04a, 2.04b, 2.04c","Lion Gate Building, Lion Gate Building, Lion Gate Building"
"14527054","17/09/26","Thu","15:00","18:00","03:00","I00275","U0252PYC | BSC (HONS) BIOMEDICAL SCIENCE (Full Time) | Year 2 | Teaching Block 1","Mentor Training, Please join this session if you have signed up to become a student mentor., This training will provide you with all of the information you need to support other students, Department will advise you which room to attend.","2.04a, 2.04b, 2.04c","Lion Gate Building, Lion Gate Building, Lion Gate Building"
"14527054","17/09/26","Thu","15:00","18:00","03:00","I00278","U3459PYC | BSC (HONS) BIOMEDICAL SCIENCE WITH HUMAN BIOSCIENCES (Full Time) | Year 2 | Teaching Block 1","Mentor Training, Please join this session if you have signed up to become a student mentor., This training will provide you with all of the information you need to support other students, Department will advise you which room to attend.","2.04a, 2.04b, 2.04c","Lion Gate Building, Lion Gate Building, Lion Gate Building"
"14527055","18/09/26","Fri","10:00","12:00","02:00","I01157","U0251PYC | BSC (HONS) PHARMACOLOGY (Full Time) | Year 2 | Teaching Block 1","Treasure Hunt., Compete against other tutor grous and learn more about the University campus by engaging in the trea","3.05, 1.26","Buckingham Building, Burnaby Building"
"14527055","18/09/26","Fri","10:00","12:00","02:00","I01158","U0251PYC | BSC (HONS) PHARMACOLOGY (Full Time) | Year 3 | Teaching Block 1","Treasure Hunt., Compete against other tutor grous and learn more about the University campus by engaging in the trea","3.05, 1.26","Buckingham Building, Burnaby Building"
"14527055","18/09/26","Fri","10:00","12:00","02:00","I01158","U0251PYC | BSC (HONS) PHARMACOLOGY (Full Time) | Year 4 | Teaching Block 1","Treasure Hunt., Compete against other tutor grous and learn more about the University campus by engaging in the trea","3.05, 1.26","Buckingham Building, Burnaby Building"
"14527060","17/09/26","Thu","09:00","10:00","01:00","I00275","U0252PYC | BSC (HONS) BIOMEDICAL SCIENCE (Full Time) | Year 2 | Teaching Block 1","Welcome Talk, Within this session the course leader will welcome you to year 2 and introduce the year to you","2.06","Anglesea Building"
"14527060","17/09/26","Thu","09:00","10:00","01:00","I00278","U3459PYC | BSC (HONS) BIOMEDICAL SCIENCE WITH HUMAN BIOSCIENCES (Full Time) | Year 2 | Teaching Block 1","Welcome Talk, Within this session the course leader will welcome you to year 2 and introduce the year to you","2.06","Anglesea Building"
"14527061","17/09/26","Thu","13:00","14:00","01:00","I00275","U0252PYC | BSC (HONS) BIOMEDICAL SCIENCE (Full Time) | Year 2 | Teaching Block 1","Personal Tutorial, Join your personal tutor for a welcome back session.  Your personal tutor will also be able to, answer any questions you may have around year 2 of your studies.","1.29","University Learning Centre"
"14527062","17/09/26","Thu","13:00","14:00","01:00","I00275","U0252PYC | BSC (HONS) BIOMEDICAL SCIENCE (Full Time) | Year 2 | Teaching Block 1","Personal Tutorial, Join your personal tutor for a welcome back session.  Your personal tutor will also be able to, answer any questions you may have around year 2 of your studies.","2.09","University Learning Centre"
"14527063","17/09/26","Thu","13:00","14:00","01:00","I00275","U0252PYC | BSC (HONS) BIOMEDICAL SCIENCE (Full Time) | Year 2 | Teaching Block 1","Personal Tutorial, Join your personal tutor for a welcome back session.  Your personal tutor will also be able to, answer any questions you may have around year 2 of your studies.","2.12","University Learning Centre"
"14527064","17/09/26","Thu","13:00","14:00","01:00","I00275","U0252PYC | BSC (HONS) BIOMEDICAL SCIENCE (Full Time) | Year 2 | Teaching Block 1","Personal Tutorial, Join your personal tutor for a welcome back session.  Your personal tutor will also be able to, answer any questions you may have around year 2 of your studies.","2.14","University Learning Centre"
"14527065","17/09/26","Thu","13:00","14:00","01:00","I00275","U0252PYC | BSC (HONS) BIOMEDICAL SCIENCE (Full Time) | Year 2 | Teaching Block 1","Personal Tutorial, Join your personal tutor for a welcome back session.  Your personal tutor will also be able to, answer any questions you may have around year 2 of your studies.","LE0.03","Milldam Building"
"14527066","17/09/26","Thu","13:00","14:00","01:00","I00275","U0252PYC | BSC (HONS) BIOMEDICAL SCIENCE (Full Time) | Year 2 | Teaching Block 1","Personal Tutorial, Join your personal tutor for a welcome back session.  Your personal tutor will also be able to, answer any questions you may have around year 2 of your studies.","0.10","St. Michael's Building"
"14527067","17/09/26","Thu","13:00","14:00","01:00","I00275","U0252PYC | BSC (HONS) BIOMEDICAL SCIENCE (Full Time) | Year 2 | Teaching Block 1","Personal Tutorial, Join your personal tutor for a welcome back session.  Your personal tutor will also be able to, answer any questions you may have around year 2 of your studies.","1.04","Dennis Sciama Building"
"14527068","17/09/26","Thu","13:00","14:00","01:00","I00275","U0252PYC | BSC (HONS) BIOMEDICAL SCIENCE (Full Time) | Year 2 | Teaching Block 1","Personal Tutorial, Join your personal tutor for a welcome back session.  Your personal tutor will also be able to, answer any questions you may have around year 2 of your studies.","1.05","Dennis Sciama Building"
"14527069","17/09/26","Thu","13:00","14:00","01:00","I00275","U0252PYC | BSC (HONS) BIOMEDICAL SCIENCE (Full Time) | Year 2 | Teaching Block 1","Personal Tutorial, Join your personal tutor for a welcome back session.  Your personal tutor will also be able to, answer any questions you may have around year 2 of your studies.","1.30","University Learning Centre"
"14527070","17/09/26","Thu","10:00","10:30","00:30","I00275","U0252PYC | BSC (HONS) BIOMEDICAL SCIENCE (Full Time) | Year 2 | Teaching Block 1","Introduction to the Introduction to Pathobiology Module","2.06","Anglesea Building"
"14527070","17/09/26","Thu","10:00","10:30","00:30","I00278","U3459PYC | BSC (HONS) BIOMEDICAL SCIENCE WITH HUMAN BIOSCIENCES (Full Time) | Year 2 | Teaching Block 1","Introduction to the Introduction to Pathobiology Module","2.06","Anglesea Building"
"14527071","17/09/26","Thu","10:30","11:00","00:30","I00275","U0252PYC | BSC (HONS) BIOMEDICAL SCIENCE (Full Time) | Year 2 | Teaching Block 1","Introduction to the Introduction to Fundamentals of Biomedical Research module","2.06","Anglesea Building"
"14527071","17/09/26","Thu","10:30","11:00","00:30","I00278","U3459PYC | BSC (HONS) BIOMEDICAL SCIENCE WITH HUMAN BIOSCIENCES (Full Time) | Year 2 | Teaching Block 1","Introduction to the Introduction to Fundamentals of Biomedical Research module","2.06","Anglesea Building"
"14527072","17/09/26","Thu","11:00","11:30","00:30","I00275","U0252PYC | BSC (HONS) BIOMEDICAL SCIENCE (Full Time) | Year 2 | Teaching Block 1","Introduction to the Introduction to Computational Biology and Bioinformatics Module","1.01","Buckingham Building"
"14527072","17/09/26","Thu","11:00","11:30","00:30","I00278","U3459PYC | BSC (HONS) BIOMEDICAL SCIENCE WITH HUMAN BIOSCIENCES (Full Time) | Year 2 | Teaching Block 1","Introduction to the Introduction to Computational Biology and Bioinformatics Module","1.01","Buckingham Building"
"14527074","18/09/26","Fri","09:00","10:00","01:00","I00276","U0252PYC | BSC (HONS) BIOMEDICAL SCIENCE (Full Time) | Year 3 | Teaching Block 1","Within this session the course leader will welcome you to year 3 and introduce, the year to you.","2.08","Anglesea Building"
"14527074","18/09/26","Fri","09:00","10:00","01:00","I00276","U0252PYC | BSC (HONS) BIOMEDICAL SCIENCE (Full Time) | Year 4 | Teaching Block 1","Within this session the course leader will welcome you to year 3 and introduce, the year to you.","2.08","Anglesea Building"
"14527075","18/09/26","Fri","13:00","14:00","01:00","I00276","U0252PYC | BSC (HONS) BIOMEDICAL SCIENCE (Full Time) | Year 3 | Teaching Block 1","Introduction to the Project Module, Within this session you will receive an introduction to the project module.","1.01","St. Michael's Building"
"14527075","18/09/26","Fri","13:00","14:00","01:00","I00276","U0252PYC | BSC (HONS) BIOMEDICAL SCIENCE (Full Time) | Year 4 | Teaching Block 1","Introduction to the Project Module, Within this session you will receive an introduction to the project module.","1.01","St. Michael's Building"
"14527075","18/09/26","Fri","13:00","14:00","01:00","I01158","U0251PYC | BSC (HONS) PHARMACOLOGY (Full Time) | Year 3 | Teaching Block 1","Introduction to the Project Module, Within this session you will receive an introduction to the project module.","1.01","St. Michael's Building"
"14527075","18/09/26","Fri","13:00","14:00","01:00","I01158","U0251PYC | BSC (HONS) PHARMACOLOGY (Full Time) | Year 4 | Teaching Block 1","Introduction to the Project Module, Within this session you will receive an introduction to the project module.","1.01","St. Michael's Building"
"14527076","14/09/26","Mon","09:00","10:00","01:00","I01569","P3599PTD | MSC CYBERCRIME (DL) (Part Time) | Year 1 | Teaching Block 1","Level 7 Welcome and Q&A,Welcome to the course!, This is an opportunity to find out more about your course,meet your course leader & fellow students, [https://port-ac-uk.zoom.us/j/84891419354]","Online1","Online"
"14527076","14/09/26","Mon","09:00","10:00","01:00","I00760","P3493PTD | MSC ECONOMIC CRIME (DL) (Part Time) | Year 1 | Teaching Block 1","Level 7 Welcome and Q&A,Welcome to the course!, This is an opportunity to find out more about your course,meet your course leader & fellow students, [https://port-ac-uk.zoom.us/j/84891419354]","Online1","Online"
