"Event Id","Weeks","Day","Time","Finish","Length","Module","Mod","Details","Site","Room"
"14525816","14/09/26","Mon","09:00","10:00","01:00","I01281","P3488FTC | MN MENTAL HEALTH NURSING (Full Time) | Year 1 | Teaching Block 1","L4 & L7 - Welcome to the University, Welcome","1.01","St. Michael's Building"
"14525816","14/09/26","Mon","09:00","10:00","01:00","I01280","P3489FTC | MN ADULT NURSING (Full Time) | Year 1 | Teaching Block 1","L4 & L7 - Welcome to the University, Welcome","1.01","St. Michael's Building"
"14525816","14/09/26","Mon","09:00","10:00","01:00","I00246","U2663FTC | BN (HONS) NURSING (ADULT) (Full Time) | Year 1 | Teaching Block 1","L4 & L7 - Welcome to the University, Welcome","1.01","St. Michael's Building"
"14525816","14/09/26","Mon","09:00","10:00","01:00","I00249","U2898FTC | BN (HONS) NURSING (MENTAL HEALTH) (Full Time) | Year 1 | Teaching Block 1","L4 & L7 - Welcome to the University, Welcome","1.01","St. Michael's Building"
"14525817","14/09/26","Mon","10:00","11:00","01:00","I00402","U2545FTC | BSC (HONS) OPERATING DEPARTMENT PRACTICE (Full Time) | Year 1 | Teaching Block 1","L4 - Welcome & Introduction, Dr J Oakley, Head of School & Chris Wells Programme Lead HCPC Rads, ODP and Para - AHP Talk","1.74","Portland Building"
"14525817","14/09/26","Mon","10:00","11:00","01:00","I00360","U2718FTC | BSC (HONS) DIAGNOSTIC RADIOGRAPHY AND MEDICAL IMAGING (Full Time) | Year 1 | Teaching Block 2","L4 - Welcome & Introduction, Dr J Oakley, Head of School & Chris Wells Programme Lead HCPC Rads, ODP and Para - AHP Talk","1.74","Portland Building"
"14525817","14/09/26","Mon","10:00","11:00","01:00","I00360","U2718FTC | BSC (HONS) DIAGNOSTIC RADIOGRAPHY AND MEDICAL IMAGING (Full Time) | Year 1 | Teaching Block 1","L4 - Welcome & Introduction, Dr J Oakley, Head of School & Chris Wells Programme Lead HCPC Rads, ODP and Para - AHP Talk","1.74","Portland Building"
"14525817","14/09/26","Mon","10:00","11:00","01:00","I00408","U2513FTC | BSC (HONS) PARAMEDIC SCIENCE (Full Time) | Year 1 | Teaching Block 1","L4 - Welcome & Introduction, Dr J Oakley, Head of School & Chris Wells Programme Lead HCPC Rads, ODP and Para - AHP Talk","1.74","Portland Building"
"14525818","15/09/26","Tue","11:30","13:00","01:30","I00249","U2898FTC | BN (HONS) NURSING (MENTAL HEALTH) (Full Time) | Year 1 | Teaching Block 1","L4 - What is a Tutor?, Opportunity to Meet Tutors","2.08","Anglesea Building"
"14525818","15/09/26","Tue","11:30","13:00","01:30","I00246","U2663FTC | BN (HONS) NURSING (ADULT) (Full Time) | Year 1 | Teaching Block 1","L4 - What is a Tutor?, Opportunity to Meet Tutors","2.08","Anglesea Building"
"14525819","14/09/26","Mon","11:00","13:00","02:00","I00360","U2718FTC | BSC (HONS) DIAGNOSTIC RADIOGRAPHY AND MEDICAL IMAGING (Full Time) | Year 1 | Teaching Block 1","L4 - CSTF Talk + 10 min Welcome from Para, ODP and Rad Team CLs, Occ Health with FPO INTRO/TALK - Carla Seath","1.74","Portland Building"
"14525819","14/09/26","Mon","11:00","13:00","02:00","I00360","U2718FTC | BSC (HONS) DIAGNOSTIC RADIOGRAPHY AND MEDICAL IMAGING (Full Time) | Year 1 | Teaching Block 2","L4 - CSTF Talk + 10 min Welcome from Para, ODP and Rad Team CLs, Occ Health with FPO INTRO/TALK - Carla Seath","1.74","Portland Building"
"14525819","14/09/26","Mon","11:00","13:00","02:00","I00408","U2513FTC | BSC (HONS) PARAMEDIC SCIENCE (Full Time) | Year 1 | Teaching Block 1","L4 - CSTF Talk + 10 min Welcome from Para, ODP and Rad Team CLs, Occ Health with FPO INTRO/TALK - Carla Seath","1.74","Portland Building"
"14525819","14/09/26","Mon","11:00","13:00","02:00","I00402","U2545FTC | BSC (HONS) OPERATING DEPARTMENT PRACTICE (Full Time) | Year 1 | Teaching Block 1","L4 - CSTF Talk + 10 min Welcome from Para, ODP and Rad Team CLs, Occ Health with FPO INTRO/TALK - Carla Seath","1.74","Portland Building"
"14525820","15/09/26","Tue","10:00","11:30","01:30","I01281","P3488FTC | MN MENTAL HEALTH NURSING (Full Time) | Year 1 | Teaching Block 1","L4 & L7 - Professional and academic expectations","2.06","Anglesea Building"
"14525820","15/09/26","Tue","10:00","11:30","01:30","I01280","P3489FTC | MN ADULT NURSING (Full Time) | Year 1 | Teaching Block 1","L4 & L7 - Professional and academic expectations","2.06","Anglesea Building"
"14525820","15/09/26","Tue","10:00","11:30","01:30","I00246","U2663FTC | BN (HONS) NURSING (ADULT) (Full Time) | Year 1 | Teaching Block 1","L4 & L7 - Professional and academic expectations","2.06","Anglesea Building"
"14525820","15/09/26","Tue","10:00","11:30","01:30","I00249","U2898FTC | BN (HONS) NURSING (MENTAL HEALTH) (Full Time) | Year 1 | Teaching Block 1","L4 & L7 - Professional and academic expectations","2.06","Anglesea Building"
"14525821","14/09/26","Mon","14:00","17:00","03:00","I00360","U2718FTC | BSC (HONS) DIAGNOSTIC RADIOGRAPHY AND MEDICAL IMAGING (Full Time) | Year 1 | Teaching Block 1","L4 - Restart a Heart, Course Teams also avaible to meet with students to check in utilising teaching rooms in SAC","2.01, 2.02, 2.03, 2.04, 2.05, 2.14, 2.15, 2.16, 2.17, 3.04, 3.05","St. Andrew's Court, St. Andrew's Court, St. Andrew's Court, St. Andrew's Court, St. Andrew's Court, St. Andrew's Court, St. Andrew's Court, St. Andrew's Court, St. Andrew's Court, St. Andrew's Court, St. Andrew's Court"
"14525821","14/09/26","Mon","14:00","17:00","03:00","I00360","U2718FTC | BSC (HONS) DIAGNOSTIC RADIOGRAPHY AND MEDICAL IMAGING (Full Time) | Year 1 | Teaching Block 2","L4 - Restart a Heart, Course Teams also avaible to meet with students to check in utilising teaching rooms in SAC","2.01, 2.02, 2.03, 2.04, 2.05, 2.14, 2.15, 2.16, 2.17, 3.04, 3.05","St. Andrew's Court, St. Andrew's Court, St. Andrew's Court, St. Andrew's Court, St. Andrew's Court, St. Andrew's Court, St. Andrew's Court, St. Andrew's Court, St. Andrew's Court, St. Andrew's Court, St. Andrew's Court"
"14525821","14/09/26","Mon","14:00","17:00","03:00","I00408","U2513FTC | BSC (HONS) PARAMEDIC SCIENCE (Full Time) | Year 1 | Teaching Block 1","L4 - Restart a Heart, Course Teams also avaible to meet with students to check in utilising teaching rooms in SAC","2.01, 2.02, 2.03, 2.04, 2.05, 2.14, 2.15, 2.16, 2.17, 3.04, 3.05","St. Andrew's Court, St. Andrew's Court, St. Andrew's Court, St. Andrew's Court, St. Andrew's Court, St. Andrew's Court, St. Andrew's Court, St. Andrew's Court, St. Andrew's Court, St. Andrew's Court, St. Andrew's Court"
"14525821","14/09/26","Mon","14:00","17:00","03:00","I00402","U2545FTC | BSC (HONS) OPERATING DEPARTMENT PRACTICE (Full Time) | Year 1 | Teaching Block 1","L4 - Restart a Heart, Course Teams also avaible to meet with students to check in utilising teaching rooms in SAC","2.01, 2.02, 2.03, 2.04, 2.05, 2.14, 2.15, 2.16, 2.17, 3.04, 3.05","St. Andrew's Court, St. Andrew's Court, St. Andrew's Court, St. Andrew's Court, St. Andrew's Court, St. Andrew's Court, St. Andrew's Court, St. Andrew's Court, St. Andrew's Court, St. Andrew's Court, St. Andrew's Court"
"14525822","16/09/26","Wed","11:00","11:30","00:30","I01281","P3488FTC | MN MENTAL HEALTH NURSING (Full Time) | Year 1 | Teaching Block 1","L4 & L7 - Introduction to the Library","3.30","Burnaby Building"
"14525822","16/09/26","Wed","11:00","11:30","00:30","I01280","P3489FTC | MN ADULT NURSING (Full Time) | Year 1 | Teaching Block 1","L4 & L7 - Introduction to the Library","3.30","Burnaby Building"
"14525822","16/09/26","Wed","11:00","11:30","00:30","I00246","U2663FTC | BN (HONS) NURSING (ADULT) (Full Time) | Year 1 | Teaching Block 1","L4 & L7 - Introduction to the Library","3.30","Burnaby Building"
"14525822","16/09/26","Wed","11:00","11:30","00:30","I00249","U2898FTC | BN (HONS) NURSING (MENTAL HEALTH) (Full Time) | Year 1 | Teaching Block 1","L4 & L7 - Introduction to the Library","3.30","Burnaby Building"
"14525825","15/09/26","Tue","09:00","10:30","01:30","I00408","U2513FTC | BSC (HONS) PARAMEDIC SCIENCE (Full Time) | Year 1 | Teaching Block 1","L4 - DBS Appointments, Dept will send individual time","1.23","University Learning Centre"
"14525826","15/09/26","Tue","09:00","12:55","03:55","I00408","U2513FTC | BSC (HONS) PARAMEDIC SCIENCE (Full Time) | Year 1 | Teaching Block 1","L4 - Occupational Health Appointments, Dept will send time slot, SAC 2.18, 2.19, 2.20, 2.21 and 2.22","",""
"14525827","14/09/26","Mon","11:30","13:00","01:30","I00246","U2663FTC | BN (HONS) NURSING (ADULT) (Full Time) | Year 1 | Teaching Block 1","L4 & L7 - Introduction to Placement","2.08","Anglesea Building"
"14525827","14/09/26","Mon","11:30","13:00","01:30","I00249","U2898FTC | BN (HONS) NURSING (MENTAL HEALTH) (Full Time) | Year 1 | Teaching Block 1","L4 & L7 - Introduction to Placement","2.08","Anglesea Building"
"14525827","14/09/26","Mon","11:30","13:00","01:30","I01281","P3488FTC | MN MENTAL HEALTH NURSING (Full Time) | Year 1 | Teaching Block 1","L4 & L7 - Introduction to Placement","2.08","Anglesea Building"
"14525827","14/09/26","Mon","11:30","13:00","01:30","I01280","P3489FTC | MN ADULT NURSING (Full Time) | Year 1 | Teaching Block 1","L4 & L7 - Introduction to Placement","2.08","Anglesea Building"
"14525828","14/09/26","Mon","10:00","11:00","01:00","I00535","U2390PYC | LLB (HONS) LAW WITH CRIMINOLOGY (Full Time) | Year 1 | Teaching Block 1","Welcome to the School of Law with your Course Leader","LT1","Richmond Building"
"14525828","14/09/26","Mon","10:00","11:00","01:00","I00532","U1685PYC | LLB (HONS) LAW WITH BUSINESS (Full Time) | Year 1 | Teaching Block 1","Welcome to the School of Law with your Course Leader","LT1","Richmond Building"
"14525828","14/09/26","Mon","10:00","11:00","01:00","I00529","U2038PYC | LLB (HONS) LAW (Full Time) | Year 1 | Teaching Block 1","Welcome to the School of Law with your Course Leader","LT1","Richmond Building"
"14525828","14/09/26","Mon","10:00","11:00","01:00","I00538","U3297PYC | LLB (Hons) LAW WITH LEGAL PRACTICE (Full Time) | Year 1 | Teaching Block 1","Welcome to the School of Law with your Course Leader","LT1","Richmond Building"
"14525829","15/09/26","Tue","10:00","12:00","02:00","I00402","U2545FTC | BSC (HONS) OPERATING DEPARTMENT PRACTICE (Full Time) | Year 1 | Teaching Block 1","L4 - Meet the Course Team, This is the introduction to your course. You will find out about your programme,,meet fellow student","2.15","Park Building"
"14525830","15/09/26","Tue","10:00","12:00","02:00","I00360","U2718FTC | BSC (HONS) DIAGNOSTIC RADIOGRAPHY AND MEDICAL IMAGING (Full Time) | Year 1 | Teaching Block 2","L4 - Meet the Team, This is the introduction to your course. You will find out about your programme,,meet fellow student","4.05","Burnaby Building"
"14525830","15/09/26","Tue","10:00","12:00","02:00","I00360","U2718FTC | BSC (HONS) DIAGNOSTIC RADIOGRAPHY AND MEDICAL IMAGING (Full Time) | Year 1 | Teaching Block 1","L4 - Meet the Team, This is the introduction to your course. You will find out about your programme,,meet fellow student","4.05","Burnaby Building"
"14525831","18/09/26","Fri","09:00","10:00","01:00","I00402","U2545FTC | BSC (HONS) OPERATING DEPARTMENT PRACTICE (Full Time) | Year 1 | Teaching Block 1","L4 - Introduction and guidance on paperwork to complete for the course, Course paperwork","3.19","Park Building"
"14525832","15/09/26","Tue","12:00","13:00","01:00","I00360","U2718FTC | BSC (HONS) DIAGNOSTIC RADIOGRAPHY AND MEDICAL IMAGING (Full Time) | Year 1 | Teaching Block 2","L4 - Introduction to Placement, Introduction to clinical placements ahead of a Q&A later in the week.","4.05","Burnaby Building"
"14525832","15/09/26","Tue","12:00","13:00","01:00","I00360","U2718FTC | BSC (HONS) DIAGNOSTIC RADIOGRAPHY AND MEDICAL IMAGING (Full Time) | Year 1 | Teaching Block 1","L4 - Introduction to Placement, Introduction to clinical placements ahead of a Q&A later in the week.","4.05","Burnaby Building"
"14525833","14/09/26","Mon","09:00","10:00","01:00","I00530","U2038PYC | LLB (HONS) LAW (Full Time) | Year 2 | Teaching Block 1","Welcome to level 5 with with Lisa Gibb, Programme Area Lead., Everything students need to know about their second year","LT1","Richmond Building"
"14525833","14/09/26","Mon","09:00","10:00","01:00","I00536","U2390PYC | LLB (HONS) LAW WITH CRIMINOLOGY (Full Time) | Year 2 | Teaching Block 1","Welcome to level 5 with with Lisa Gibb, Programme Area Lead., Everything students need to know about their second year","LT1","Richmond Building"
"14525833","14/09/26","Mon","09:00","10:00","01:00","I00533","U1685PYC | LLB (HONS) LAW WITH BUSINESS (Full Time) | Year 2 | Teaching Block 1","Welcome to level 5 with with Lisa Gibb, Programme Area Lead., Everything students need to know about their second year","LT1","Richmond Building"
"14525833","14/09/26","Mon","09:00","10:00","01:00","I00539","U3297PYC | LLB (Hons) LAW WITH LEGAL PRACTICE (Full Time) | Year 2 | Teaching Block 1","Welcome to level 5 with with Lisa Gibb, Programme Area Lead., Everything students need to know about their second year","LT1","Richmond Building"
"14525834","15/09/26","Tue","14:00","15:00","01:00","I00402","U2545FTC | BSC (HONS) OPERATING DEPARTMENT PRACTICE (Full Time) | Year 1 | Teaching Block 1","L4 - DBS Appointments, Dept will provide time slot","1.23","University Learning Centre"
"14525835","14/09/26","Mon","11:00","12:00","01:00","I00535","U2390PYC | LLB (HONS) LAW WITH CRIMINOLOGY (Full Time) | Year 1 | Teaching Block 1","Meet your personal academic tutor.","2.26, 2.02, 2.01, 1.44, 1.51, 1.03, 3.03, 1.66","Burnaby Building, Lion Gate Building, Buckingham Building, Portland Building, Portland Building, Anglesea Building, Park Building, Portland Building"
"14525835","14/09/26","Mon","11:00","12:00","01:00","I00532","U1685PYC | LLB (HONS) LAW WITH BUSINESS (Full Time) | Year 1 | Teaching Block 1","Meet your personal academic tutor.","2.26, 2.02, 2.01, 1.44, 1.51, 1.03, 3.03, 1.66","Burnaby Building, Lion Gate Building, Buckingham Building, Portland Building, Portland Building, Anglesea Building, Park Building, Portland Building"
"14525835","14/09/26","Mon","11:00","12:00","01:00","I00529","U2038PYC | LLB (HONS) LAW (Full Time) | Year 1 | Teaching Block 1","Meet your personal academic tutor.","2.26, 2.02, 2.01, 1.44, 1.51, 1.03, 3.03, 1.66","Burnaby Building, Lion Gate Building, Buckingham Building, Portland Building, Portland Building, Anglesea Building, Park Building, Portland Building"
"14525835","14/09/26","Mon","11:00","12:00","01:00","I00538","U3297PYC | LLB (Hons) LAW WITH LEGAL PRACTICE (Full Time) | Year 1 | Teaching Block 1","Meet your personal academic tutor.","2.26, 2.02, 2.01, 1.44, 1.51, 1.03, 3.03, 1.66","Burnaby Building, Lion Gate Building, Buckingham Building, Portland Building, Portland Building, Anglesea Building, Park Building, Portland Building"
"14525836","15/09/26","Tue","14:00","16:00","02:00","I00402","U2545FTC | BSC (HONS) OPERATING DEPARTMENT PRACTICE (Full Time) | Year 1 | Teaching Block 1","L4 - DBS Appointments, Dept will provide time slot, SAC 2.18, 2.19, 2.20, 2.21 and 2.22","",""
"14525837","15/09/26","Tue","13:30","14:00","00:30","I01281","P3488FTC | MN MENTAL HEALTH NURSING (Full Time) | Year 1 | Teaching Block 1","L4 -","LT2","Richmond Building"
"14525837","15/09/26","Tue","13:30","14:00","00:30","I01280","P3489FTC | MN ADULT NURSING (Full Time) | Year 1 | Teaching Block 1","L4 -","LT2","Richmond Building"
"14525837","15/09/26","Tue","13:30","14:00","00:30","I00249","U2898FTC | BN (HONS) NURSING (MENTAL HEALTH) (Full Time) | Year 1 | Teaching Block 1","L4 -","LT2","Richmond Building"
"14525837","15/09/26","Tue","13:30","14:00","00:30","I00246","U2663FTC | BN (HONS) NURSING (ADULT) (Full Time) | Year 1 | Teaching Block 1","L4 -","LT2","Richmond Building"
"14525838","15/09/26","Tue","13:00","14:00","01:00","I00408","U2513FTC | BSC (HONS) PARAMEDIC SCIENCE (Full Time) | Year 1 | Teaching Block 1","L4 - Meet the Course Team, This is the introduction to your course. You will find out about your,programme, meet fellow student, and members of the course team","0.01","King Henry Building"
"14525839","15/09/26","Tue","16:00","17:00","01:00","I00408","U2513FTC | BSC (HONS) PARAMEDIC SCIENCE (Full Time) | Year 1 | Teaching Block 1","L4 - Meet your tutor and learn about the role of your personal tutor","4.19","University Learning Centre"
"14525840","15/09/26","Tue","16:00","17:00","01:00","I00408","U2513FTC | BSC (HONS) PARAMEDIC SCIENCE (Full Time) | Year 1 | Teaching Block 1","L4 - Meet your tutor and learn about the role of your personal tutor","3.05","Buckingham Building"
"14525841","15/09/26","Tue","16:00","17:00","01:00","I00408","U2513FTC | BSC (HONS) PARAMEDIC SCIENCE (Full Time) | Year 1 | Teaching Block 1","L4 - Meet your tutor and learn about the role of your personal tutor","3.06","Buckingham Building"
"14525842","15/09/26","Tue","16:00","17:00","01:00","I00408","U2513FTC | BSC (HONS) PARAMEDIC SCIENCE (Full Time) | Year 1 | Teaching Block 1","L4 - Meet your tutor and learn about the role of your personal tutor","2.14","Dennis Sciama Building"
"14525843","15/09/26","Tue","16:00","17:00","01:00","I00408","U2513FTC | BSC (HONS) PARAMEDIC SCIENCE (Full Time) | Year 1 | Teaching Block 1","L4 - Meet your tutor and learn about the role of your personal tutor","0.41","Portland Building"
"14525844","16/09/26","Wed","13:00","14:30","01:30","I01281","P3488FTC | MN MENTAL HEALTH NURSING (Full Time) | Year 1 | Teaching Block 1","L4 & L7 - Nursing Reps, Unison and RCN Reps","LT2","Richmond Building"
"14525844","16/09/26","Wed","13:00","14:30","01:30","I01280","P3489FTC | MN ADULT NURSING (Full Time) | Year 1 | Teaching Block 1","L4 & L7 - Nursing Reps, Unison and RCN Reps","LT2","Richmond Building"
"14525844","16/09/26","Wed","13:00","14:30","01:30","I00246","U2663FTC | BN (HONS) NURSING (ADULT) (Full Time) | Year 1 | Teaching Block 1","L4 & L7 - Nursing Reps, Unison and RCN Reps","LT2","Richmond Building"
"14525844","16/09/26","Wed","13:00","14:30","01:30","I00249","U2898FTC | BN (HONS) NURSING (MENTAL HEALTH) (Full Time) | Year 1 | Teaching Block 1","L4 & L7 - Nursing Reps, Unison and RCN Reps","LT2","Richmond Building"
"14525845","15/09/26","Tue","10:00","11:00","01:00","I00535","U2390PYC | LLB (HONS) LAW WITH CRIMINOLOGY (Full Time) | Year 1 | Teaching Block 1","Introduction to Law","LT1","Richmond Building"
"14525845","15/09/26","Tue","10:00","11:00","01:00","I00532","U1685PYC | LLB (HONS) LAW WITH BUSINESS (Full Time) | Year 1 | Teaching Block 1","Introduction to Law","LT1","Richmond Building"
"14525845","15/09/26","Tue","10:00","11:00","01:00","I00529","U2038PYC | LLB (HONS) LAW (Full Time) | Year 1 | Teaching Block 1","Introduction to Law","LT1","Richmond Building"
"14525845","15/09/26","Tue","10:00","11:00","01:00","I00538","U3297PYC | LLB (Hons) LAW WITH LEGAL PRACTICE (Full Time) | Year 1 | Teaching Block 1","Introduction to Law","LT1","Richmond Building"
"14525846","16/09/26","Wed","09:00","11:30","02:30","I00360","U2718FTC | BSC (HONS) DIAGNOSTIC RADIOGRAPHY AND MEDICAL IMAGING (Full Time) | Year 1 | Teaching Block 2","L4 - DBS Appointments, Dept will provide time slot","01-012","Eldon Building"
"14525846","16/09/26","Wed","09:00","11:30","02:30","I00360","U2718FTC | BSC (HONS) DIAGNOSTIC RADIOGRAPHY AND MEDICAL IMAGING (Full Time) | Year 1 | Teaching Block 1","L4 - DBS Appointments, Dept will provide time slot","01-012","Eldon Building"
"14525847","15/09/26","Tue","16:00","18:00","02:00","I00535","U2390PYC | LLB (HONS) LAW WITH CRIMINOLOGY (Full Time) | Year 1 | Teaching Block 1","Commercial Awareness with Denis Viskovich","LT1","Richmond Building"
"14525847","15/09/26","Tue","16:00","18:00","02:00","I00538","U3297PYC | LLB (Hons) LAW WITH LEGAL PRACTICE (Full Time) | Year 1 | Teaching Block 1","Commercial Awareness with Denis Viskovich","LT1","Richmond Building"
"14525847","15/09/26","Tue","16:00","18:00","02:00","I00529","U2038PYC | LLB (HONS) LAW (Full Time) | Year 1 | Teaching Block 1","Commercial Awareness with Denis Viskovich","LT1","Richmond Building"
"14525847","15/09/26","Tue","16:00","18:00","02:00","I00532","U1685PYC | LLB (HONS) LAW WITH BUSINESS (Full Time) | Year 1 | Teaching Block 1","Commercial Awareness with Denis Viskovich","LT1","Richmond Building"
"14525848","16/09/26","Wed","09:00","12:55","03:55","I00360","U2718FTC | BSC (HONS) DIAGNOSTIC RADIOGRAPHY AND MEDICAL IMAGING (Full Time) | Year 1 | Teaching Block 2","L4 - Occupational Health Appointments, Dept will provide time slot, SAC 2.18, 2.19, 2.20, 2.21 and 2.22","1.17","University Learning Centre"
"14525848","16/09/26","Wed","09:00","12:55","03:55","I00360","U2718FTC | BSC (HONS) DIAGNOSTIC RADIOGRAPHY AND MEDICAL IMAGING (Full Time) | Year 1 | Teaching Block 1","L4 - Occupational Health Appointments, Dept will provide time slot, SAC 2.18, 2.19, 2.20, 2.21 and 2.22","1.17","University Learning Centre"
"14525849","16/09/26","Wed","09:00","12:55","03:55","I00402","U2545FTC | BSC (HONS) OPERATING DEPARTMENT PRACTICE (Full Time) | Year 1 | Teaching Block 1","L4 - Freshers Fair","1.74","Portland Building"
"14525849","16/09/26","Wed","09:00","12:55","03:55","I00360","U2718FTC | BSC (HONS) DIAGNOSTIC RADIOGRAPHY AND MEDICAL IMAGING (Full Time) | Year 1 | Teaching Block 1","L4 - Freshers Fair","1.74","Portland Building"
"14525849","16/09/26","Wed","09:00","12:55","03:55","I00360","U2718FTC | BSC (HONS) DIAGNOSTIC RADIOGRAPHY AND MEDICAL IMAGING (Full Time) | Year 1 | Teaching Block 2","L4 - Freshers Fair","1.74","Portland Building"
"14525849","16/09/26","Wed","09:00","12:55","03:55","I00408","U2513FTC | BSC (HONS) PARAMEDIC SCIENCE (Full Time) | Year 1 | Teaching Block 1","L4 - Freshers Fair","1.74","Portland Building"
"14525851","16/09/26","Wed","09:15","09:30","00:15","I01205","N9043SCC | PRESCRIBING FOR NURSES: INDEPENDENT AND SUPPLEMENTARY (V300) LEVEL 7 (Part Time) | Year 1 | Teaching Block 1","L7 - Meet Your Prescribing Team and Getting Started, Welcome, introductions, housekeeping and getting ready for the day.","0.02","King Henry Building"
"14525852","16/09/26","Wed","09:30","10:25","00:55","I01205","N9043SCC | PRESCRIBING FOR NURSES: INDEPENDENT AND SUPPLEMENTARY (V300) LEVEL 7 (Part Time) | Year 1 | Teaching Block 1","L7 - Your Journey to Becoming an Independent Prescriber, Course roadmap, assessments, expectations, key milestones and how to succeed on the programme.","0.02","King Henry Building"
"14525853","18/09/26","Fri","10:00","11:00","01:00","I00535","U2390PYC | LLB (HONS) LAW WITH CRIMINOLOGY (Full Time) | Year 1 | Teaching Block 1","Introduction to Law - Lecture 2","LT1","Richmond Building"
"14525853","18/09/26","Fri","10:00","11:00","01:00","I00538","U3297PYC | LLB (Hons) LAW WITH LEGAL PRACTICE (Full Time) | Year 1 | Teaching Block 1","Introduction to Law - Lecture 2","LT1","Richmond Building"
"14525853","18/09/26","Fri","10:00","11:00","01:00","I00529","U2038PYC | LLB (HONS) LAW (Full Time) | Year 1 | Teaching Block 1","Introduction to Law - Lecture 2","LT1","Richmond Building"
"14525853","18/09/26","Fri","10:00","11:00","01:00","I00532","U1685PYC | LLB (HONS) LAW WITH BUSINESS (Full Time) | Year 1 | Teaching Block 1","Introduction to Law - Lecture 2","LT1","Richmond Building"
"14525857","16/09/26","Wed","10:40","11:10","00:30","I01205","N9043SCC | PRESCRIBING FOR NURSES: INDEPENDENT AND SUPPLEMENTARY (V300) LEVEL 7 (Part Time) | Year 1 | Teaching Block 1","L7 - Welcome to the Independent Prescribing Programme, Welcome to the Independent Prescribing Programme","2.07a, 2.07b","St. Michael's Building, St. Michael's Building"
"14525857","16/09/26","Wed","10:40","11:10","00:30","I00711","P3209PTC | PGCERT INDEPENDENT PRESCRIBING FOR PHARMACISTS (Part Time) | Year 1 | Teaching Block 1","L7 - Welcome to the Independent Prescribing Programme, Welcome to the Independent Prescribing Programme","2.07a, 2.07b","St. Michael's Building, St. Michael's Building"
"14525862","14/09/26","Mon","09:00","10:30","01:30","I00564","U2410FTC | MPHARM (HONS) PHARMACY (Full Time) | Year 4 | Teaching Block 1","Welcome Talk, Welcome to year 4 of the Pharmacy course, with a talk from the course leader and,an introduction to ","3.06","Buckingham Building"
"14525864","14/09/26","Mon","15:00","16:00","01:00","I00564","U2410FTC | MPHARM (HONS) PHARMACY (Full Time) | Year 4 | Teaching Block 1","This session is available for any students that need to catch up on their basic life support, Details will be provided to you as to how you can book onto this session.","2.07b, 2.07a","St. Michael's Building, St. Michael's Building"
"14525865","15/09/26","Tue","13:00","14:00","01:00","I00539","U3297PYC | LLB (Hons) LAW WITH LEGAL PRACTICE (Full Time) | Year 2 | Teaching Block 1","Level 5 CLE Induction lecture, An introduction to Clinical Legal Education, an optional module that is taken at level 6 but must be,applied for in level 5., You will get to meet the Clinic tutors and learn about the way it works,and why it might be the choi","LT1","Richmond Building"
"14525865","15/09/26","Tue","13:00","14:00","01:00","I00530","U2038PYC | LLB (HONS) LAW (Full Time) | Year 2 | Teaching Block 1","Level 5 CLE Induction lecture, An introduction to Clinical Legal Education, an optional module that is taken at level 6 but must be,applied for in level 5., You will get to meet the Clinic tutors and learn about the way it works,and why it might be the choi","LT1","Richmond Building"
"14525865","15/09/26","Tue","13:00","14:00","01:00","I00533","U1685PYC | LLB (HONS) LAW WITH BUSINESS (Full Time) | Year 2 | Teaching Block 1","Level 5 CLE Induction lecture, An introduction to Clinical Legal Education, an optional module that is taken at level 6 but must be,applied for in level 5., You will get to meet the Clinic tutors and learn about the way it works,and why it might be the choi","LT1","Richmond Building"
"14525865","15/09/26","Tue","13:00","14:00","01:00","I00536","U2390PYC | LLB (HONS) LAW WITH CRIMINOLOGY (Full Time) | Year 2 | Teaching Block 1","Level 5 CLE Induction lecture, An introduction to Clinical Legal Education, an optional module that is taken at level 6 but must be,applied for in level 5., You will get to meet the Clinic tutors and learn about the way it works,and why it might be the choi","LT1","Richmond Building"
"14525866","16/09/26","Wed","11:00","12:00","01:00","I00539","U3297PYC | LLB (Hons) LAW WITH LEGAL PRACTICE (Full Time) | Year 2 | Teaching Block 1","CAREER READINESS L5","3.06, 4.19, 3.02, 01-009, 2.04c, 2.04a","Buckingham Building, University Learning Centre, St. Andrew's Court, Eldon Building, Lion Gate Building, Lion Gate Building"
"14525866","16/09/26","Wed","11:00","12:00","01:00","I00530","U2038PYC | LLB (HONS) LAW (Full Time) | Year 2 | Teaching Block 1","CAREER READINESS L5","3.06, 4.19, 3.02, 01-009, 2.04c, 2.04a","Buckingham Building, University Learning Centre, St. Andrew's Court, Eldon Building, Lion Gate Building, Lion Gate Building"
"14525866","16/09/26","Wed","11:00","12:00","01:00","I00533","U1685PYC | LLB (HONS) LAW WITH BUSINESS (Full Time) | Year 2 | Teaching Block 1","CAREER READINESS L5","3.06, 4.19, 3.02, 01-009, 2.04c, 2.04a","Buckingham Building, University Learning Centre, St. Andrew's Court, Eldon Building, Lion Gate Building, Lion Gate Building"
"14525866","16/09/26","Wed","11:00","12:00","01:00","I00536","U2390PYC | LLB (HONS) LAW WITH CRIMINOLOGY (Full Time) | Year 2 | Teaching Block 1","CAREER READINESS L5","3.06, 4.19, 3.02, 01-009, 2.04c, 2.04a","Buckingham Building, University Learning Centre, St. Andrew's Court, Eldon Building, Lion Gate Building, Lion Gate Building"
